Property Name,Type,Format
actions,array,
createAt,integer,int64
createBy,integer,int64
createDept,integer,int64
createTime,string,date-time
desc,string,
expression,string,
id,string,
name,string,
reason,string,
seconds,integer,int32
state,string,
type,string,
uid,string,
updateBy,integer,int64
updateTime,string,date-time
